Year,Country,CountryCode,Variable,VariableCode,UnconsolidatedVariableCode,UnconsolidatedVariableName,ActivityCode,Activity,ActivityCombination,Value,UnitType,ValueUSD,Metadata
2003,United States of America,840,Output,14,14,Output (valuation not defined),3610,Furniture,3610,9.07535703125E10,M,9.07535703125E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3610,Furniture,3610,9.34519765625E10,M,9.34519765625E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3610,Furniture,3610,9.9558E10,M,9.9558E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3691,Jewellery and related articles,3691,6.91703710938E9,M,6.91703710938E9,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3691,Jewellery and related articles,3691,8.00679882813E9,M,8.00679882813E9,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3691,Jewellery and related articles,3691,8.51665722656E9,M,8.51665722656E9,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3691,Jewellery and related articles,3691,7.70944677734E9,M,7.70944677734E9,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3691,Jewellery and related articles,3691,8.01539990234E9,M,8.01539990234E9,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3691,Jewellery and related articles,3691,7.82724609375E9,M,7.82724609375E9,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3691,Jewellery and related articles,3691,9.02625292969E9,M,9.02625292969E9,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3691,Jewellery and related articles,3691,9.965E9,M,9.965E9,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3692,Musical instruments,3692,1.32151599121E9,M,1.32151599121E9,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3692,Musical instruments,3692,1.42242004395E9,M,1.42242004395E9,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3692,Musical instruments,3692,1.76727697754E9,M,1.76727697754E9,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3692,Musical instruments,3692,1.77742602539E9,M,1.77742602539E9,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3692,Musical instruments,3692,1.81603796387E9,M,1.81603796387E9,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3692,Musical instruments,3692,1.82357202148E9,M,1.82357202148E9,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3692,Musical instruments,3692,1.73900500488E9,M,1.73900500488E9,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3692,Musical instruments,3692,1.678E9,M,1.678E9,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3693,Sports goods,3693,1.110053515625E10,M,1.110053515625E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3693,Sports goods,3693,1.064355761719E10,M,1.064355761719E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3693,Sports goods,3693,1.195147753906E10,M,1.195147753906E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3693,Sports goods,3693,1.184493554688E10,M,1.184493554688E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3693,Sports goods,3693,1.186322851563E10,M,1.186322851563E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3693,Sports goods,3693,1.21494140625E10,M,1.21494140625E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3693,Sports goods,3693,1.192762988281E10,M,1.192762988281E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3693,Sports goods,3693,1.2429E10,M,1.2429E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3694,Games and toys,3694,4.34802099609E9,M,4.34802099609E9,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3694,Games and toys,3694,3.90707202148E9,M,3.90707202148E9,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3694,Games and toys,3694,3.71006689453E9,M,3.71006689453E9,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3694,Games and toys,3694,3.38899389648E9,M,3.38899389648E9,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3694,Games and toys,3694,4.84660205078E9,M,4.84660205078E9,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3694,Games and toys,3694,3.93674291992E9,M,3.93674291992E9,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3694,Games and toys,3694,3.54136694336E9,M,3.54136694336E9,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3694,Games and toys,3694,3.751E9,M,3.751E9,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3699,Other manufacturing n.e.c.,3699,2.849027734375E10,M,2.849027734375E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3699,Other manufacturing n.e.c.,3699,2.992781835938E10,M,2.992781835938E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3699,Other manufacturing n.e.c.,3699,3.027236328125E10,M,3.027236328125E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3699,Other manufacturing n.e.c.,3699,2.927736914063E10,M,2.927736914063E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3699,Other manufacturing n.e.c.,3699,3.393140625E10,M,3.393140625E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3699,Other manufacturing n.e.c.,3699,3.485853125E10,M,3.485853125E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3699,Other manufacturing n.e.c.,3699,2.192467382813E10,M,2.192467382813E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3699,Other manufacturing n.e.c.,3699,2.445E10,M,2.445E10,
